"fold","model_gini","freq_only_gini"
1,0.106359045314036,0.0732581318685912
2,-0.0272598182791823,0.0822771274359999
3,0.0702658979817904,0.0742378576711663
4,-0.0400651015338211,0.0752181795895771
5,-0.0688332936979656,0.0763937482680097
